''ll	i'll
boad	boat
boad	boat
boads	boats
boads	boats
boar	boat
boar	boat
boar	boat
boar	boat
boar	boat
boar	boat
board	boart
boarf	board
boars	board
boars	boats
boars	boats
boars	boats
boars	boats
boars	boats
boars	boats
boars	boats
boars	boats
boart	boats
boas	boat
boatd	board
boate	boats
boate	boats
boatinf	boating
bobble	bubble
bobile	mobile
bobody	nobody
bobot	robot
boby	body
boc	box
bocause	because
bocked	docked
bocky	rocky
bocuet	boquet
bod	big
bodalling	pedalling
bodt	boat
bodu	body
bodu	body
boe	bee
boen	born
boey	they
bog	big
bog	big
bog	big
bog	bug
boing	going
bois	boys
boker	biker
bokini	bikini
bokks	books
bold	bord
bolice	police
boll	ball
boll	ball
bolloon	balloon
bolloon	balloon
bollows	billows
bolorful	colorful
bolourful	colourful
boman	woman
bomantic	romantic
bommon	common
bondles	candles
boo	soo
boock	black
bood	good
bood	good
booden	wooden
booh	book
bookd	books
books	boots
books	boots
bookshslves	bookshelves
bookt	books
bool	book
bool	pool
bool	pool
booloon	balloon
booloons	balloons
bools	books
booo	book
boorway	doorway
boos	boss
boot	foot
bootball	football
bootball	football
booth	boots
bootom	bottom
bootom	bottom
bootom	bottom
bop	top
bord	bird
bord	bird
bord	lord
bordboard	cardboard
bords	birds
bore	born
boree	bored
borielia	borielis
borken	broken
borken	broken
bortom	bottom
bose	rose
boss	loss
bost	boat
bost	most
bost	rust
bosts	boats
bot	hot
bot	lot
bot	not
bot	not
bote	note
bothroom	bathroom
botl	bowl
botlle	bottle
botor	motor
botorbike	motorbike
botorhome	motorhome
bots	boys
bots	boys
bottels	bottles
botthe	bottle
bottim	bottom
bottles	bottle'
boty	body
boufriend	boyfriend
bouguet	bouquet
bountain	mountain
bountain	mountain
bourist	tourist
bous	boys
bouse	house
bouse	house
bouse	house
bout	boat
bout	boat
bout	boat
bout	bouy
boutain	moutain
bouth	mouth
bouwuet	bouquet
boviously	obviously
bow	how
bow	now
bow	now
bowe	bowl
bower	power
boww	bowl
boxeng	boxing
boxt	next
boyfriens	boyfriend
boyh	both
boyh	both
boyng	young
bpace	space
bpassenters	bpassengers
bpat	boat
bpul	boul
bpwl	bowl
brabcges	branches
bracely	bravely
brach	beach
brach	beach
brach	beach
brache	branch
brack	black
bracr	brave
brae	tree
brak	beak
brancj	branch
branckes	branches
brandh	branch
brange	orange
brar	near
brassburn	grassburn
brautiful	beautiful
brautiful	beautiful
brautiful	beautiful
brautiful	beautiful
brautifull	beautifull
brazillan	brazilian
brckground	background
brd	old
brdige	bridge
bre	one
bre	one
breac	break
breach	brunch
breajfast	breakfast
breakdast	breakfast
breat	bread
breating	creating
bredesmaids	bridesmaids
bredge	bridge
bredkdancing	breakdancing
bree	tree
bree	tree
bree	tree
brege	brige
brfore	before
brick	trick
brid	bird
brid	bird
bridbe	bridge
bridbe	bridge
bride	brige
bridged	bridges
bridgf	bridge
bridgr	bridge
bridgr	bridge
bridhe	bridge
bridke	bridge
brifge	bridge
brifges	bridges
brifhtly	brightly
brigate	brigade
brigdg	brigde
brige	bride
brigh	brige
brighe	bridge
brighe	brigde
brighlty	brightly
brightiy	brightly
brigk	brick
brigltly	brightly
brihge	bridge
brikground	background
bringe	bridge
bringe	bridge
brisge	bridge
britht	bright
brithtly	brightly
briwn	brown
briwn	brown
brlieve	believe
brlm	calm
brnach	branch
brny	tiny
brodge	bridge
brodge	bridge
broen	brown
broge	brige
brogher	brother
brokrn	broken
brom	from
brool	brook
broun	brown
bround	ground
broup	group
broup	group
browm	brown
browm	brown
brownig	brownie
brrdge	bridge
brsertive	assertive
brudge	bridge
brught	bright
brust	burst
bry	dry
bryover	flyover
bs	is
bs	is
bsd	bad
bt	it
bt's	it's
bt's	it's
btanch	branch
btanch	branch
btanding	standing
btight	bright
btight	bright
btone	stone
btone	stone
btone	stone
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
bu	by
buack	black
buatiful	beatiful
buating	scating
buautiful	beautiful
buautiful	beautiful
buautiful	beautiful
buautiful	beautiful
buauty	beauty
bubbit	rabbit
bubblea	bubbles
bubbled	bubbles
bubbled	bubbles
bubbleslower	bubbleblower
bubblrs	bubbles
bublic	public
bubnles	bubbles
bubule	bubble
buby	baby
buce	nice
buch	much
buch	much
buciets	buckets
buciness	business
bucycle	bicycle
bucycle	bicycle
bucycle	bicycle
bucycle	bicycle
bucycle	bicycle
bucycles	bicycles
bud	and
bud	bug
buddle	bubble
buddle	middle
buddle	puddle
buddles	puddles
budhs	budha
buese	geese
buetifell	buetifull
buffafo	buffalo
buffalw	buffalo
buffine	puffine
bufteful	butteful
bug	bee
bug	big
bug	big
bug	big
bug	big
buge	huge
buge	huge
buggle	bubble
bugular	regular
buidling	building
buiduing	building
buie	boie
buikding	building
builcing	building
build	built
build	built
buildeng	building
buildind	building
building'd	building's
buildingd	buildings
buildingd	buildings
buildingd	buildings
buildingd	buildings
buildingg	buildings
buildis	buildig
buildkngs	buildings
buildong	building
buildong	building
buildong	building
builging	building
builging	building
builing	sailing
builsings	buildings
builsings	buildings
buimy	gummy
buinging	building
buioding	building
buis	this
buiscuit	biuscuit
buitcase	suitcase
buiterfly	butterfly
bujldings	buildings
buke	bike
bukket	bucket
buklding	building
buldle	bundle
bule	blue
bule	blue
bulging	bulding
buliding	building
bulit	built
bull	wall
bulti	multi
bumch	bunch
bume	come
bunana	banana
bunch	banch
bunch	bench
buolding	building
buots	boots
bur	but
burb	curb
burds	birds
burettos	burritos
burger	larger
buring	during
burl	girl
burnong	burning
burple	purple
burren	barren
burt	burn
burterfly	butterfly
burting	burning
busc	bunc
buscuits	biscuits
bush	push
bushed	bushes
bushing	pushing
businees	business
busldings	buildings
bust	busy
bust	busy
bust	busy
bust	busy
bust	busy
busturant	resturant
but	bet
butause	because
buter	buyer
buts	nuts
buts	puts
butterely	butterfly
butterfiy	butterfly
butterfky	butterfly
butterfle	butterfly
butterflt	butterfly
butterflyes	butterflies
butterfuy	butterfly
butterfuy	butterfly
butterfuy	butterfly
buttergly	butterfly
butterply	butterfly
buttersly	butterfly
buttlrfly	butterfly
buturday	saturday
buuble	bubble
buubles	bubbles
buudy	buddy
buulding	building
buuterfly	butterfly
buy	boy
buy	but
buy	guy
buyiig	buying
buyinn	buying
bvautifula	beautifula
bvckground	background
bven	even
bverhead	overhead
bvown	brown
bvrd	bird
bvth	both
bvue	blue
bw	be
bwat	boat
bwautiful	beautiful
bweautiful	bbeautiful
bwo	two
bwo	two
bwtween	between
bwtween	between
bwtween	between
by	be
by	in
by	my
by	my
by	my
by	my
by	my
by	my
bybing	biking
bycacle	bicycle
bycicle	bicycle
bycicle	bycycle
bycicles	bicycles
bycicles	bicycles
bycing	biking
bycle	cycle
bycle	cycle
bycucle	bicycle
bycucle	bycycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycle	bicycle
bycycles	bicycles
bycycles	bicycles
bycyucle	bicyucle
byeatifull	bueatifull
byggy	buggy
byke	bike
byning	buying
byoking	looking
bype	type
bysycle	bicycle
byt	but
byt	but
byte	bite
byth	with
bytthey	butthey
byxycle	bicycle
c	a
c	a
c	a
c	a
c	a
c	a
c	a
c	a
c	a
c	a
c	a
c	a
c	b
c	i
c	i
c	m
c'm	i'm
ca	ct
ca	is
ca	is
cab	can
cab	can
cabdes	candes
cabe	cage
caby	baby
caby	baby
cacated	vacated
cace	face
cace	race
cace	race
cacing	racing
cacing	racing
cackgroung	backgroung
cactur	cactus
cactures	pictures
cae	car
caere	where
caffee	coffee
caffee	coffee
cage	cafe
cagle	cable
cake	make
cake	take
cakera	camera
cal	can
cal	cat
cala	cola
calentine'	valentine'
calking	walking
calking	walking
calks	walks
calorful	colorful
cam	can
cam	can
cam	can
cam	can
camares	cameras
came	come
came	same
camel	canel
camel'	camels
camer	camel
camere	camera
camere	camera
camere	camera
camers	camera
camers	camera
camers	camera
camers	camera
camers	camera
camers	camera
camers's	camera's
camml	camel
cammls	camels
cammls	camels
camogflage	camouflage
camoglague	camoflague
camrea	camera
can	car
can	man
can	tin
can	van
can't	don't
can't	don't
can't	won't
can't't	can'n't
can'y	can't
can'y	can't
can'y	can't
cancdian	canadian
cancers	dancers
canch	catch
cancle	candle
cancy	fancy
cand't	can''t
candie	candle
candkes	candles
candli	candle
candly	candle
cane	came
cane	have
canel	camel
canl	call
cannl	canal
cannot	cann't
canoos	canoes
canorful	colorful
canpt	can't
canrt	can't
cansy	candy
cant	can'
cant	can'
cant	can'
cant	can'
cant	can'
cant	can'
canyt	can't
cao'	can'
caod	food
caom	calm
caoormats	floormats
caotures	captures
cap	cup
cap	had
caprured	captured
caprured	captured
caprured	captured
caprured	captured
capruted	captured
captial	capital
capturee	captured
captures	captured
caputred	captured
capyured	captured
car	cat
carage	garage
carced	carved
card	cars
card	cars
card	hard
cardm	carsm
cardw	cards
care	cars
care	take
carecully	carefully
caredul	careful
carefylly	carefully
carelully	carefully
carera	camera
carera	camera
carge	large
carinr	caring
carlfriend	girlfriend
carnical	carnival
carnivek	carnivel
carouiel	carousel
carped	carpet
carraes	carries
carraiges	carriages
carriegw	carriage
carriws	carries
carrons	carrots
carruing	carrying
carryes	carries
carryinh	carrying
carryong	carrying
carryung	carrying
carvinal	carnival
cary	very
cas	car
cas	has
cas	was
cascasing	cascading
case	cast
case	vase
cases	casts
cases	casts
casked	masked
caso	olso
castje	castle
cat	hat
cat	say
catactor	caractor
catch	watch
catche	catchs
catching	watching
catching	watching
cater	water
cater	water
cather	father
cathereral	cathederal
catrying	carrying
catterpillar	catterpiller
cattin	sittin
cau	can
cau	can
caufht	caught
caughy	caught
cauhgt	caught
caund	round
caur	cair
causeng	causing
causht	caught
cavered	covered
cayak	kayak
cayaks	kayaks
cbour	abour
cceck	check
ccn't	can't
ccose	close
cd	id
cdr	car
cdults	adults
ce	be
ce	we
cea	sea
ceach	beach
ceady	ready
cealing	ceeling
ceason	reason
ceautiful	beautiful
cecret	secret
ced	red
ced	red
cee	see
cee	see
cee	see
cee	see
ceeling	peeling
ceels	cells
ceep	keep
ceep	keep
ceep	keep
cehicle	vehicle
celearly	cclearly
celebretion	celebration
celebtation	celebration
celenration	celebration
celertation	celebtation
celevrity	celebrity
celp	help
cemembering	remembering
cemon	lemon
cemtnt	cement
cench	bench
cench	bench
cenemony	ceremony
ceople	people
cept	kept
cept	kept
cer	car
ceramer	creamer
ceramin	ceramic
ceremomr	ceremomy
cerson	person
certioin	certiain
cervertible	convertible
cery	very
cery	very
cete	cute
ceychain	keychain
cfair	chair
cginees	chinees
chabge	change
chach	beach
chagfe	charfe
chaing	chains
chait	chair
chald	child
challangeng	challenging
challenced	challenged
chamoion	champion
chand	grand
chane	chain
chang	chain
changeng	changing
chankex	chantex
chaors	chairs
chaped	shaped
charchter	character
charecter	character
charp	sharp
chashing	crashing
chast	chest
chat	that
chat	that
chatecter	character
chatr	chair
chauk	chalk
chaur	chair
chcycles	bicycles
chd	and
chds	kids
che	the
che	the
che	the
chearing	cheering
chease	cheese
chechicals	checmicals
checj	check
checkng	checkig
checs	chess
cheerlears	cheerleads
cheery	cherry
cheery	cherry
cheescale	cheescake
chei	chai
cheir	chair
cheirs	chairs
chelf	shelf
ches	chew
chese	these
chesks	checks
chey	they
chicdred	childred
chich	which
chich	which
chiclred	childred
chicolate	chocolate
chicped	chipped
chifrends	chidrends
chiiken	chicken
chiily	chilly
chik	chil
chikdren	children
childhhod	childhood
childisg	childish
childreas	childrens
childrens	children'
childron	children
chileren	children
chiles	childs
chilg	child
chilken	chicken
chils	child
chils	child
chilw	child
chimnwy	chimney
chinarow	chinafor
chind	child
chindren	children
chiness	chinees
chiness	chinese
chinesse	chineese
chinest	chinese
chins	china
chiold	chiild
chios	chips
chip	ship
chipd	chips
chips	clips
chirch	church
chirdren	children
chirdren	children
chite	white
chite	white
chite	white
chite	white
chme	some
cho	who
chocolotes	chocolates
chown	brown
chrck	check
chrisrmas	christmas
christmsd	christmas
christnas	christmas
christnas	christmas
christnas	christmas
chrisymas	christmas
chrsitmas	christmas
chruch	church
chructure	structure
chsir	chair
chsirs	chairs
chtching	watching
chte	cute
chulds	childs
chun	youn
churgh	church
churth	church
churth	church
chy	boy
ciat	coat
cibrant	vibrant
cicirate	cigarate
cick	kick
cicture	picture
cicture	picture
cicycle	bicycle
cicycle	bicycle
cicycles	bicycles
cidewalk	sidewalk
cidewalk	sidewalk
ciecus	circus
ciecus	circus
cieling	ceiling
ciew	view
cifaretter	cigaretter
cifferent	different
cigaratte	cigarette
cigareete	cigarette
cigareete	cigarette
cigarette	cigaratte
cighed	lighed
cights	lights
cights	lights
cikourful	colourful
cil	col
cild	cold
cill	kill
cilling	killing
cilly	hilly
cilour	colour
cilumns	columns
cime	some
cimibg	ciming
cimig	comig
ciming	coming
cine	wine
cinfused	confused
cinking	sinking
cintrol	control
cioema	cinema
ciolin	violin
cip	sip
cipples	cupples
cirarette	cigarette
ciring	crying
cirious	curious
cirle	cycle
cirls	cicle
cirsus	circus
cirur	chaur
ciscuit	biscuit
ciscuits	biscuits
cisit	visit
cisw	cise
citcle	circle
cite	cute
cith	city
cith	city
cith	with
cith	with
cittens	kittens
citting	sitting
citting	sitting
citting	sitting
citting	sitting
citw	view
civid	vivid
civing	giving
cjild	child
cjild	child
cjild	child
cjocklate	chocklate
cjoose	choose
ck	co
ckeck	check
ckme	some
cky	sky
cky	sky
clack	black
clack	black
clack	black
clack	black
claer	clear
clam	calm
clanket	blanket
class	glass
class	glass
class	glass
class	glass
class	glass
class	glass
class	glass
classes	glasses
clatinet	clarinet
clcle	cycle
clclist	cyclist
cld	old
cldan	clean
cleannng	cleaning
cleanud	cleaned
clear	clean
clearing	cleaning
cleat	clear
cleberating	celebrating
cled	sled
cleep	sleep
clelvbrating	clelebrating
clere	clear
clesner	cleaner
clethes	clothes
cley	clay
clibgin	climgin
clice	slice
clicled	clicked
clikbing	climbing
climage	climate
climage	climate
climbe	climbs
climbilg	climbing
climbilg	climbing
climite	climate
climn	climb
climn	climb
climps	climbs
clinb	climb
clinber	climber
clinbing	climbing
clink	click
clise	close
clivfs	cliffs
cll	all
cll	all
cllsing	closing
clns	mens
cloads	clouds
clock	block
clod	cold
closds	clouds
closk	clock
closs	glass
clost	close
clost	close
clost	close
clotehs	clothes
clotheline	clothsline
clother	clothes
clothin	clothes
cloudi	cloudt
clourfukl	clourfull
clous	clods
clous	clods
clous	cloud
clouses	cloudes
clousy	cloudy
clover	cloves
clowdy	cloudy
clown	brown
clpsing	closing
clrar	clear
clrar	clear
clrk	dark
clsoing	closing
clt	cat
clue	blue
clue	blue
clurred	blurred
clwar	clear
clwar	clear
cm	am
cm	am
cmall	small
cmoing	coming
cmpty	empty
cn	an
cn	in
cnack	snack
cnbin	cabin
cnd	and
cndoor	indoor
cne	one
cneter	center
cniform	uniform
cny	any
co	go
co	go
co	go
co	go
co	in
co	so
co	so
coand	brand
coats	goats
cobbestone	coblestone
cobblee	cobbled
cobered	covered
cobered	covered
cobered	covered
coberer	covered
coberings	coverings
coccer	soccer
coccer	soccer
coccer	soccer
cocered	covered
cochlates	choclates
cock	coca
cock	lock
cocks	rocks
cocome	bocome
cocoum	cocoun
cod	and
codfee	coffee
cody	body
coe	are
coeboy	cowboy
coeen	green
coeling	feeling
coen'	aren'
coere	where
coes	cows
coes	cows
coests	guests
cofa	sofa
coff	cows
coffed	coffee
cofree	coffee
cogfee	coffee
coice	voice
coid	cold
coilly	chilly
coimbing	climbing
coims	swims
coing	going
coiorfully	colorfully
cokd	cold
coke	coca
colalt	cobalt
colcony	balcony
coleection	collection
colerys	coverys
coli	cold
colir	color
coliw	color
coll	cool
coll	cool
collectivg	collecting
coller	cooler
collest	coolest
collest	coolest
colling	cooking
collred	colored
collrful	colorful
collrful	colorful
collur	colour
colofulf	colorful
cololr	colour
colomned	columned
colordd	colored
colordul	colorful
colore	colors
colored	colores
coloreul	colorful
colorf	colors
colorfil	colorful
colorfil	colorful
colorgul	colorful
colorgul	colorful
colorid	colored
coloriul	colorful
colorkul	colorful
coloted	colored
coloue	colour
colourcul	colourful
colourfel	colourful
colourfyl	colourful
colout	colour
colout	colour
colout	colour
coloyr	colour
colple	couple
colplete	complete
colrectly	correctly
cols	cold
cols	cold
cols	cold
coltage	cottage
coluorful	colourful
colurs	colors
com	can
com	can
com't	con't
coman	woman
combatisn	combation
combimation	combination
combinatiom	combination
combinatiom	combination
combiuation	combination
comdition	condition
come	came
come	cone
come	some
come	some
come	some
come	some
comebody	somebody
comefoods	somefoods
comeing	comming
comeng	coming
comeng	coming
comeone	someone
comered	covered
comething	something
comforrably	comfortably
cominf	coming
comlowing	following
comm	come
commecting	connecting
commimg	comming
commng	coming
commng	coming
commng	coming
commom	common
commom	common
commpng	comming
communers	commuters
communing	commuting
como	come
comoflaged	camoflaged
comong	coming
comong	coming
companu	company
compatton	compation
compee	coffee
competitjon	competition
compination	combination
completey	completly
compllte	complete
complte	compete
composicion	composition
compuud	compund
comr	come
comr	come
comr	come
comsisting	consisting
comtainers	containers
comteel	costeel
comtinue	continue
comw	come
comw	come
comw	come
con'	can'
con't	can't
con't	don't
conatining	containing
concert	concret
concred	covered
conctet	concret
concuire	conquire
condidence	confidence
condidered	considered
cone	come
cone	come
cone	come
cone	come
cone	come
cone	done
conered	covered
conering	covering
coney	honey
coney	honey
confort	comfort
confortable	comfortable
confuded	confused
congregarte	congregrate
congres	congrts
congused	confused
coning	coming
conjustee	conjusted
conld	could
connefting	connecting
conrer	corner
conrtructed	constructed
construstion	construction
cont	dont
cont	dont
containd	contains
containeng	containing
containg	contains
containg	contains
contauning	containing
contemplateng	contemplating
conton	cotton
contracted	contrasted
contrete	concrete
contrete	concrete
contrts	congrts
contruscing	contructing
contrusting	contructing
contume	costume
conversarion	conversation
convrete	concrete
convrete	concrete
conxert	concert
cony	many
conyain	contain
coo	soo
cood	cold
cood	cold
cood	good
coofee	coffee
coofee	coffee
cook	cool
cooks	looks
cool	call
coolecting	collecting
coolege	college
coomercials	commercials
coooed	cooked
cooton	cotton
cooton	cotton
cop	cap
cop	cup
copboy	cowboy
copour	colour
copours	colours
copped	capped
copples	cupples
cops	cups
cor	gor
corageoud	corageous
corbor	harbor
core	here
cork	dark
coror	color
corousel	carousel
corousel	carousel
corragated	corrigated
corrugated	corrigated
corry	hurry
corty	dirty
corwd	crowd
cose	nose
coses	roses
cosmumes	costumes
coss	loss
costime	costume
costumen	costumes
cot	lit
cottagr	cottage
cotten	cotton
cotterfly	butterfly
cotting	getting
coty	city
cou	cow
couantic	romantic
coudh	couch
coue	blue
coue	come
cought	caught
cought	caught
cought	caught
couky	rocky
couldn'y	couldn't
couldy	cloudy
coule	could
coulf	could
couls	could
coult	could
coun	gown
